ts,temp_dht,humidity,pm1,pm25,pm10
2026-03-30 10:30:00,32.0,63.5,4.8,7.9,7.9
2026-03-30 10:40:00,32.0,64.0,6.1,9.7,10.1
2026-03-30 10:50:00,32.0,62.7,8.8,13.0,13.1
2026-03-30 11:00:00,33.0,61.7,9.8,16.4,17.7
2026-03-30 11:10:00,32.9,61.0,11.1,17.0,17.9
2026-03-30 11:20:00,32.6,61.8,9.8,17.2,17.2
2026-03-30 11:30:00,33.0,59.6,11.6,16.0,16.0
2026-03-30 11:40:00,33.7,58.0,7.4,15.6,15.6
2026-03-30 11:50:00,33.0,59.7,9.8,18.8,19.4
2026-03-30 12:00:00,33.9,57.4,8.8,18.2,18.7
2026-03-30 12:10:00,34.0,56.2,11.0,18.2,18.6
2026-03-30 12:20:00,34.0,55.3,9.3,16.3,17.8
2026-03-30 12:30:00,34.0,55.666666666666664,12.222222222222221,20.0,21.77777777777778
2026-03-30 12:40:00,34.4,54.9,6.7,10.0,10.5
2026-03-30 12:50:00,34.1,55.7,11.2,17.0,17.7
2026-03-30 13:00:00,34.4,54.8,9.1,17.0,17.3
2026-03-30 13:10:00,34.2,55.3,9.6,16.1,16.1
2026-03-30 13:20:00,34.0,55.6,16.8,27.4,27.8
2026-03-30 13:30:00,34.0,54.9,12.0,20.0,20.3
2026-03-30 13:40:00,34.0,55.5,4.0,7.8,8.1
2026-03-30 13:50:00,34.1,54.2,11.1,19.7,20.1
2026-03-30 14:00:00,34.2,54.8,10.7,16.7,16.8
2026-03-30 14:10:00,34.7,54.5,11.2,19.1,19.9
2026-03-30 14:20:00,34.0,56.1,6.8,13.4,13.6
2026-03-30 14:30:00,34.0,56.4,11.2,16.6,17.0
2026-03-30 14:40:00,34.0,56.2,11.9,20.5,21.0
2026-03-30 14:50:00,34.0,57.2,11.0,19.1,21.4
2026-03-30 15:00:00,34.0,56.8,10.6,17.9,17.9
2026-03-30 15:10:00,33.5,57.2,8.4,12.9,13.1
2026-03-30 15:20:00,33.0,57.0,7.4,11.3,11.6
2026-03-30 15:30:00,33.0,57.2,11.2,17.4,17.6
2026-03-30 15:40:00,33.0,57.8,10.7,16.8,16.9
2026-03-30 15:50:00,33.0,58.4,10.0,16.6,17.1
2026-03-30 16:00:00,33.0,59.22222222222222,8.777777777777779,14.666666666666666,14.666666666666666
2026-03-30 16:10:00,33.0,60.0,10.2,18.3,18.5
2026-03-30 16:20:00,32.0,60.1,9.4,15.3,15.6
2026-03-30 16:30:00,32.0,60.8,9.7,15.3,16.8
2026-03-30 16:40:00,32.0,61.3,9.1,16.5,17.2
2026-03-30 16:50:00,32.0,61.7,6.0,12.0,12.9
2026-03-30 17:00:00,32.0,61.9,9.6,12.8,14.2
2026-03-30 17:10:00,32.0,62.1,7.0,12.6,13.1
2026-03-30 17:20:00,32.0,62.1,6.4,11.6,12.6
2026-03-30 17:30:00,31.4,63.2,6.8,12.6,12.9
2026-03-30 17:40:00,31.0,64.0,8.0,15.6,16.0
2026-03-30 18:00:00,31.0,65.7,7.2,11.6,12.0
2026-03-30 18:10:00,31.0,66.2,6.9,11.3,11.3
2026-03-30 18:20:00,30.7,67.1,5.1,7.8,8.3
2026-03-30 18:40:00,30.0,68.5,8.0,13.4,13.4
2026-03-30 18:50:00,30.0,69.2,6.4,10.9,11.4
2026-03-30 19:00:00,30.0,70.0,8.4,11.6,12.2
2026-03-30 19:10:00,30.0,70.1,4.3,9.8,10.2
2026-03-30 19:20:00,30.0,70.0,7.0,12.555555555555555,13.0
2026-03-30 19:30:00,30.0,70.0,5.8,9.8,10.0
2026-03-30 19:40:00,30.0,70.9,6.3,10.2,10.3
2026-03-30 19:50:00,30.0,71.0,6.7,10.4,11.0
2026-03-30 20:00:00,30.0,71.8,8.7,14.4,15.0
2026-03-30 20:10:00,30.0,72.0,7.4,11.9,11.9
2026-03-30 20:20:00,29.7,72.0,8.8,13.6,13.8
2026-03-30 20:30:00,29.0,72.2,8.2,13.9,16.4
2026-03-30 20:40:00,29.7,72.3,6.2,10.4,11.2
2026-03-30 20:50:00,29.1,72.3,4.8,8.1,8.3
2026-03-30 21:00:00,29.0,73.0,7.9,13.2,13.5
2026-03-30 21:10:00,29.0,73.0,4.4,8.0,8.4
2026-03-30 21:20:00,29.0,73.4,5.7,9.1,9.2
2026-03-30 21:30:00,29.0,73.6,6.8,12.0,12.0
2026-03-30 21:40:00,29.0,73.4,6.2,10.0,10.4
2026-03-30 21:50:00,29.0,73.1,5.6,8.2,8.2
2026-03-30 22:00:00,29.0,73.2,4.8,6.5,6.7
2026-03-30 22:10:00,29.0,73.0,5.0,9.2,10.5
2026-03-30 22:20:00,29.0,73.0,6.8,11.4,12.6
2026-03-30 22:40:00,29.0,73.11111111111111,5.333333333333333,10.0,10.0
2026-03-30 22:50:00,29.0,73.2,7.0,10.4,11.7
2026-03-30 23:00:00,29.0,73.0,8.2,12.8,13.0
2026-03-30 23:10:00,29.0,73.0,7.0,11.8,12.0
2026-03-30 23:20:00,29.0,73.0,5.8,9.0,9.6
2026-03-30 23:30:00,29.0,73.0,6.2,12.2,13.8
2026-03-30 23:40:00,29.0,72.5,4.9,8.4,9.8
2026-03-30 23:50:00,29.0,72.0,6.3,8.9,9.2
2026-03-31 00:20:00,28.6,71.6,4.4,7.9,8.1
2026-03-31 00:50:00,28.0,71.3,4.2,6.6,6.6
2026-03-31 01:00:00,28.0,71.0,5.0,9.0,9.0
2026-03-31 01:10:00,28.0,71.6,5.2,8.6,8.8
2026-03-31 01:20:00,28.0,72.0,5.0,8.0,8.2
2026-03-31 01:40:00,28.0,72.0,4.4,7.1,7.1
2026-03-31 01:50:00,28.0,73.0,4.6,7.7,7.7
2026-03-31 02:00:00,28.0,73.11111111111111,4.666666666666667,6.666666666666667,8.0
2026-03-31 02:10:00,28.0,73.9,6.0,8.8,9.0
2026-03-31 02:30:00,28.0,74.0,6.1,7.9,7.9
2026-03-31 02:50:00,28.0,74.0,4.4,6.9,7.3
2026-03-31 03:00:00,28.0,74.0,4.7,7.6,8.3
2026-03-31 03:10:00,28.0,74.8,4.4,6.6,7.6
2026-03-31 03:20:00,28.0,75.0,4.6,6.8,6.8
2026-03-31 03:30:00,28.0,75.1,4.8,10.0,12.2
2026-03-31 04:00:00,28.0,75.5,5.3,8.6,8.6
2026-03-31 04:20:00,28.0,76.0,3.4,6.6,6.6
2026-03-31 04:30:00,28.0,76.1,5.7,8.3,8.5
2026-03-31 04:40:00,28.0,77.0,4.6,6.8,7.2
2026-03-31 04:50:00,28.0,76.7,6.0,10.7,11.2
2026-03-31 05:00:00,28.0,77.0,4.9,7.6,8.2
2026-03-31 05:10:00,28.0,77.0,4.4,7.6,7.8
2026-03-31 05:30:00,27.8,77.7,5.4,8.2,8.3
2026-03-31 05:40:00,27.0,78.1,6.7,10.2,10.9
2026-03-31 05:50:00,27.0,78.0,6.9,11.5,11.5
2026-03-31 06:00:00,27.0,78.4,6.8,11.3,11.3
2026-03-31 06:10:00,27.0,78.5,6.0,9.9,9.9
2026-03-31 06:20:00,27.0,78.2,5.6,10.0,10.2
2026-03-31 06:30:00,27.0,79.3,5.7,10.5,10.9
2026-03-31 06:40:00,27.0,80.0,5.6,11.2,11.2
2026-03-31 06:50:00,27.0,80.4,6.5,10.9,11.1
2026-03-31 07:00:00,27.8,79.8,7.1,11.9,13.9
2026-03-31 07:10:00,28.0,78.5,6.3,9.3,9.7
2026-03-31 07:20:00,28.0,77.2,5.3,9.5,9.5
2026-03-31 07:30:00,28.9,76.1,5.2,8.1,8.6
2026-03-31 07:40:00,29.0,74.7,6.4,10.0,10.7
2026-03-31 07:50:00,29.2,73.4,4.8,7.7,8.1
2026-03-31 08:00:00,30.0,72.1,6.6,11.4,12.1
2026-03-31 08:10:00,30.0,71.3,7.2,11.2,11.2
2026-03-31 08:20:00,30.0,70.7,6.8,8.4,9.0
2026-03-31 08:30:00,30.0,70.2,5.2,6.8,6.8
2026-03-31 08:40:00,30.88888888888889,68.55555555555556,4.444444444444445,6.666666666666667,6.666666666666667
2026-03-31 08:50:00,31.0,67.3,4.8,7.5,7.9
2026-03-31 09:00:00,31.0,66.9,5.6,9.1,9.4
2026-03-31 09:10:00,31.0,65.4,4.9,9.0,9.0
2026-03-31 09:40:00,32.0,62.9,6.6,11.0,11.0
2026-03-31 10:00:00,33.0,60.7,5.6,9.1,9.8
2026-03-31 10:10:00,33.0,59.6,7.4,12.2,12.8
2026-03-31 10:20:00,33.9,58.3,7.0,11.2,11.3
2026-03-31 10:30:00,34.0,56.9,6.4,8.2,8.3
2026-03-31 10:40:00,34.0,56.2,6.4,9.0,9.0
2026-03-31 10:50:00,34.0,56.4,8.2,13.8,14.2
2026-03-31 11:00:00,34.0,57.5,4.0,7.4,7.4
2026-03-31 11:10:00,34.0,57.1,10.8,17.0,18.4
2026-03-31 11:20:00,34.0,56.7,7.9,13.7,14.2
2026-03-31 11:30:00,34.0,56.1,4.4,7.4,7.4
2026-03-31 11:40:00,34.0,55.6,10.5,15.4,15.9
2026-03-31 11:50:00,34.0,55.9,6.7,10.7,11.0
2026-03-31 12:00:00,34.7,55.1,7.9,13.9,15.4
2026-03-31 12:10:00,34.22222222222222,55.22222222222222,11.555555555555555,19.555555555555557,20.444444444444443
2026-03-31 12:20:00,35.0,54.8,9.2,14.2,15.6
2026-03-31 12:30:00,35.0,54.3,9.6,13.6,14.4
2026-03-31 12:40:00,34.4,53.7,8.8,14.2,14.2
2026-03-31 12:50:00,34.9,53.1,9.0,13.8,13.8
2026-03-31 13:00:00,35.0,52.1,8.8,14.5,14.7
2026-03-31 13:10:00,35.0,51.5,8.5,14.3,14.3
2026-03-31 13:30:00,35.0,50.9,8.8,13.1,13.9
2026-03-31 13:40:00,35.0,51.3,6.9,10.7,11.1
2026-03-31 13:50:00,35.0,51.2,4.0,7.3,7.4
2026-03-31 14:00:00,35.0,50.9,7.0,12.2,12.3
2026-03-31 14:10:00,34.5,51.8,5.9,10.2,10.2
2026-03-31 14:30:00,34.0,51.8,8.0,12.7,14.1
2026-03-31 14:40:00,34.0,52.1,6.2,11.1,11.1
2026-03-31 14:50:00,34.0,52.4,8.8,15.8,15.8
2026-03-31 15:00:00,34.0,50.5,5.3,8.1,8.3
2026-03-31 15:10:00,34.0,51.1,8.4,13.5,13.7
2026-03-31 15:20:00,34.0,51.0,5.2,8.2,8.2
2026-03-31 15:30:00,34.0,50.0,8.0,14.222222222222221,15.555555555555555
2026-03-31 15:40:00,33.7,50.4,8.0,14.4,15.2
2026-03-31 15:50:00,34.0,48.1,7.4,12.3,13.0
2026-03-31 16:00:00,34.0,48.2,4.3,7.3,7.6
2026-03-31 16:10:00,34.0,46.8,6.4,10.3,10.6
2026-03-31 16:20:00,34.0,46.8,4.4,6.6,6.6
2026-03-31 16:30:00,33.3,47.2,8.4,13.1,13.4
2026-03-31 16:40:00,33.0,47.3,5.2,9.2,9.5
2026-03-31 16:50:00,33.0,48.7,6.0,9.2,9.8
2026-03-31 17:00:00,33.0,49.3,7.9,16.3,16.5
2026-03-31 17:10:00,33.0,50.8,7.2,12.2,12.2
2026-03-31 17:20:00,33.0,52.2,4.8,12.6,13.2
2026-03-31 17:30:00,33.0,53.7,7.7,14.1,14.9
2026-03-31 17:40:00,33.0,55.1,4.1,8.1,8.4
2026-03-31 17:50:00,33.0,55.7,11.4,15.8,15.8
2026-03-31 18:00:00,32.7,56.6,6.0,9.9,10.3
2026-03-31 18:10:00,32.0,58.4,8.3,14.2,14.2
2026-03-31 18:20:00,32.0,59.3,5.2,9.8,9.9
2026-03-31 18:30:00,32.0,60.5,9.9,16.6,16.6
2026-03-31 18:40:00,32.0,61.4,7.2,10.4,10.4
2026-03-31 19:00:00,32.0,62.4,7.2,11.8,12.6
2026-03-31 19:10:00,31.4,63.2,7.2,14.1,15.1
2026-03-31 19:20:00,31.0,63.4,6.6,11.2,11.4
2026-03-31 19:30:00,31.0,64.2,5.9,9.7,9.7
2026-03-31 19:40:00,31.0,65.3,5.8,9.9,10.1
2026-03-31 19:50:00,31.0,67.6,10.0,16.6,17.0
2026-03-31 20:10:00,31.0,69.6,9.0,13.6,14.2
2026-03-31 20:20:00,30.9,70.5,9.0,16.0,17.0
2026-03-31 20:30:00,30.0,71.0,6.6,11.2,12.8
2026-03-31 20:40:00,30.0,71.2,5.5,10.9,11.1
2026-03-31 20:50:00,30.0,71.0,8.1,15.4,15.8
2026-03-31 21:00:00,30.0,71.4,7.0,12.8,13.0
2026-03-31 21:10:00,30.0,72.1,9.1,15.6,15.9
2026-03-31 21:20:00,30.0,72.0,7.7,12.1,12.9
2026-03-31 21:30:00,30.0,72.7,6.7,10.9,11.1
2026-03-31 21:40:00,30.0,73.1,8.6,13.4,13.4
2026-03-31 21:50:00,30.0,74.2,7.4,12.5,12.7
2026-03-31 22:00:00,30.0,75.1,5.7,12.0,12.7
2026-03-31 22:10:00,30.0,75.0,7.111111111111111,15.777777777777779,17.0
2026-03-31 22:20:00,30.0,75.8,8.8,16.6,16.6
2026-03-31 22:30:00,29.5,76.0,6.6,12.0,12.6
2026-03-31 22:40:00,29.0,76.8,6.6,10.7,11.1
2026-03-31 22:50:00,29.0,77.0,9.0,12.9,13.1
2026-03-31 23:00:00,29.0,77.1,7.8,12.1,12.4
2026-03-31 23:10:00,29.0,77.6,3.8,6.6,6.8
2026-03-31 23:20:00,29.0,78.0,8.0,12.0,12.2
2026-03-31 23:30:00,29.0,77.9,9.3,14.6,15.8
2026-03-31 23:40:00,29.0,78.8,10.0,15.0,15.0
2026-03-31 23:50:00,29.0,79.0,8.8,14.0,14.5
2026-04-01 00:00:00,29.0,79.0,7.2,11.5,11.5
2026-04-01 00:10:00,29.0,79.0,6.9,10.9,11.6
2026-04-01 00:20:00,29.0,79.0,6.0,11.5,11.5
2026-04-01 00:30:00,29.0,79.0,7.4,11.9,11.9
2026-04-01 00:40:00,29.0,79.0,5.8,9.5,9.5
2026-04-01 00:50:00,29.0,79.0,8.8,15.6,16.2
2026-04-01 01:00:00,29.0,79.0,11.4,18.0,19.4
2026-04-01 01:20:00,29.0,79.0,7.2,14.9,16.0
2026-04-01 01:30:00,29.0,79.22222222222223,7.888888888888889,13.11111111111111,13.777777777777779
2026-04-01 01:40:00,29.0,79.2,5.4,9.1,9.3
2026-04-01 01:50:00,29.0,79.3,7.2,11.4,11.8
2026-04-01 02:00:00,29.0,79.7,5.1,11.0,11.7
2026-04-01 02:10:00,29.0,80.0,7.9,12.2,12.2
2026-04-01 02:20:00,29.0,80.0,8.7,16.7,16.7
2026-04-01 02:30:00,29.0,80.1,5.2,11.4,11.6
2026-04-01 02:40:00,29.0,80.0,6.8,11.8,12.6
2026-04-01 02:50:00,29.0,80.0,8.9,14.7,15.5
2026-04-01 03:00:00,29.0,80.0,9.2,15.5,15.9
2026-04-01 03:10:00,29.0,80.0,9.2,15.8,16.3
2026-04-01 03:20:00,29.0,81.0,8.8,14.0,14.3
2026-04-01 03:30:00,29.0,80.7,7.9,12.5,12.5
2026-04-01 03:40:00,29.0,81.0,7.3,13.3,13.3
2026-04-01 03:50:00,28.4,81.0,3.6,6.9,7.6
2026-04-01 04:00:00,28.0,81.0,7.6,13.5,15.2
2026-04-01 04:10:00,28.4,81.0,10.2,17.9,19.0
2026-04-01 04:20:00,28.0,81.5,11.2,19.5,19.7
2026-04-01 04:30:00,28.0,81.9,10.9,18.7,19.3
2026-04-01 04:40:00,28.0,81.8,8.9,15.9,16.5
2026-04-01 04:50:00,28.0,81.55555555555556,10.0,15.555555555555555,15.88888888888889
2026-04-01 05:00:00,28.0,82.0,7.2,11.8,12.4
2026-04-01 05:10:00,28.0,82.0,5.6,9.4,10.0
2026-04-01 05:20:00,28.0,82.0,11.2,20.0,21.0
2026-04-01 05:30:00,28.0,82.0,9.3,16.2,16.5
2026-04-01 05:40:00,28.0,81.4,10.0,18.6,18.9
2026-04-01 05:50:00,28.0,81.6,10.2,18.3,19.4
2026-04-01 06:10:00,28.0,82.4,10.8,19.8,20.3
2026-04-01 06:30:00,28.0,85.2,16.0,24.6,26.1
2026-04-01 06:40:00,28.0,84.9,14.9,28.9,29.4
2026-04-01 06:50:00,28.0,85.0,9.6,18.2,19.4
2026-04-01 07:00:00,28.0,84.1,6.4,12.4,13.2
2026-04-01 07:10:00,28.5,83.3,10.0,19.0,19.8
2026-04-01 07:20:00,29.0,82.4,13.6,23.8,24.0
2026-04-01 07:30:00,29.0,80.8,7.1,12.6,13.1
2026-04-01 07:40:00,29.7,79.8,4.5,7.6,8.1
2026-04-01 07:50:00,30.0,78.8,10.2,18.6,20.4
2026-04-01 08:00:00,30.0,77.9,8.8,16.1,17.3
2026-04-01 08:10:00,30.0,77.22222222222223,9.333333333333334,14.0,14.666666666666666
2026-04-01 08:20:00,30.4,76.0,8.6,14.9,15.6
2026-04-01 08:30:00,31.0,74.3,9.8,15.2,16.4
2026-04-01 08:40:00,31.0,73.0,9.1,15.2,15.7
2026-04-01 08:50:00,31.3,72.6,10.9,17.5,17.8
2026-04-01 09:00:00,32.0,71.5,5.7,9.2,9.2
2026-04-01 09:10:00,32.0,70.6,9.3,17.4,18.0
2026-04-01 09:20:00,32.0,70.6,8.6,14.7,16.3
2026-04-01 09:30:00,32.2,69.0,13.7,22.1,22.1
2026-04-01 09:50:00,32.8,66.7,10.9,17.5,17.6
2026-04-01 10:00:00,33.0,65.4,10.3,17.0,17.4
2026-04-01 10:10:00,33.0,65.1,10.9,18.9,19.3
2026-04-01 10:30:00,33.0,63.2,14.7,23.9,24.8
2026-04-01 10:50:00,33.6,62.4,11.1,18.4,19.1
2026-04-01 11:00:00,34.0,61.2,13.8,22.1,23.5
2026-04-01 11:10:00,34.0,60.2,11.6,19.4,20.0
2026-04-01 11:20:00,34.0,60.5,15.8,27.6,27.8
2026-04-01 11:30:00,34.0,60.3,14.9,28.1,28.8
2026-04-01 11:40:00,34.0,60.0,15.11111111111111,26.77777777777778,27.77777777777778
2026-04-01 11:50:00,34.0,59.6,12.6,20.6,21.7
2026-04-01 12:00:00,34.0,60.0,14.4,27.9,29.0
2026-04-01 12:10:00,34.0,60.9,13.3,22.4,23.2
2026-04-01 12:20:00,34.3,60.0,14.4,25.0,27.0
2026-04-01 12:30:00,35.0,57.1,15.0,23.6,24.2
2026-04-01 12:40:00,35.0,55.8,7.3,13.2,13.5
2026-04-01 12:50:00,35.0,56.2,8.5,16.2,16.3
2026-04-01 13:00:00,35.0,55.9,15.4,26.9,27.3
2026-04-01 13:10:00,35.0,55.2,14.5,25.0,26.4
2026-04-01 13:20:00,34.6,57.4,12.5,20.9,20.9
2026-04-01 13:30:00,34.8,57.9,13.6,21.6,24.3
2026-04-01 13:40:00,35.0,57.8,14.3,23.0,23.3
2026-04-01 13:50:00,34.7,57.5,7.4,14.5,14.5
2026-04-01 14:00:00,34.0,57.4,12.8,22.7,23.1
2026-04-01 14:10:00,34.2,57.5,12.9,23.3,24.1
2026-04-01 14:20:00,34.0,57.6,11.4,17.9,18.1
2026-04-01 14:30:00,34.0,57.0,10.7,17.4,17.8
2026-04-01 14:40:00,34.0,57.3,12.4,20.9,21.4
2026-04-01 14:50:00,34.0,57.3,10.1,17.2,17.9
2026-04-01 15:00:00,34.0,54.77777777777778,10.444444444444445,16.77777777777778,17.88888888888889
2026-04-01 15:10:00,34.0,55.0,12.8,23.4,23.4
2026-04-01 15:20:00,34.0,51.4,11.6,19.0,19.4
2026-04-01 15:30:00,34.0,52.2,10.2,17.8,18.6
2026-04-01 15:40:00,34.0,52.3,9.6,16.7,17.1
2026-04-01 15:50:00,34.0,53.2,12.2,20.8,21.2
2026-04-01 16:00:00,34.0,52.3,11.2,19.0,19.5
2026-04-01 16:10:00,34.0,51.2,8.8,15.0,15.0
2026-04-01 16:20:00,34.0,48.6,13.2,23.8,24.7
2026-04-01 16:30:00,34.0,49.5,14.0,27.4,28.0
2026-04-01 16:40:00,34.0,50.9,12.2,21.6,23.1
2026-04-01 16:50:00,34.0,52.4,11.2,20.2,21.1
2026-04-01 17:00:00,33.0,54.3,3.3,6.2,6.7
2026-04-01 17:10:00,33.0,56.1,13.4,20.9,21.9
2026-04-01 17:20:00,33.0,58.6,9.2,20.9,21.8
2026-04-01 17:30:00,33.0,59.6,11.3,20.2,20.7
2026-04-01 17:40:00,33.0,61.5,8.8,16.4,16.4
2026-04-01 17:50:00,33.0,63.0,11.6,20.4,21.8
2026-04-01 18:00:00,32.1,63.7,9.2,17.5,19.0
2026-04-01 18:10:00,32.0,64.0,9.5,18.2,19.0
2026-04-01 18:20:00,32.0,64.11111111111111,6.666666666666667,11.88888888888889,11.88888888888889
2026-04-01 18:30:00,32.0,65.0,6.4,15.7,16.5
2026-04-01 18:40:00,32.0,66.1,3.9,6.5,7.5
2026-04-01 18:50:00,31.9,67.4,6.4,10.7,12.7
2026-04-01 19:00:00,31.4,68.1,10.4,17.7,18.9
2026-04-01 19:10:00,31.0,68.3,10.0,17.9,18.4
2026-04-01 19:20:00,31.0,69.0,9.8,14.6,14.8
2026-04-01 19:30:00,31.0,69.3,11.4,20.8,21.5
2026-04-01 19:40:00,31.0,70.1,11.4,19.9,20.7
2026-04-01 19:50:00,31.0,70.0,4.7,8.2,9.2
2026-04-01 20:00:00,31.0,70.6,10.2,17.2,18.5
2026-04-01 20:10:00,31.0,70.5,7.5,13.6,13.8
2026-04-01 20:20:00,31.0,71.6,7.0,12.2,13.2
2026-04-01 20:30:00,31.0,72.8,3.9,6.9,7.0
2026-04-01 20:40:00,31.0,73.9,10.1,16.3,16.6
2026-04-01 20:50:00,30.3,74.3,7.3,12.8,13.9
2026-04-01 21:00:00,30.0,75.0,10.714285714285714,19.428571428571427,19.714285714285715
